"Step","Baseline: epoch=200; l_h=3; l_a=4 (300440) - alpha val MAE","Baseline: epoch=200; l_h=3; l_a=4 (300440) - alpha val MAE__MIN","Baseline: epoch=200; l_h=3; l_a=4 (300440) - alpha val MAE__MAX","Baseline: epoch=250 (150800) - alpha val MAE","Baseline: epoch=250 (150800) - alpha val MAE__MIN","Baseline: epoch=250 (150800) - alpha val MAE__MAX"
"7","2.0786643028259277","2.0786643028259277","2.0786643028259277","2.1517786979675293","2.1517786979675293","2.1517786979675293"
"16","1.1988500356674194","1.1988500356674194","1.1988500356674194","1.5243778228759766","1.5243778228759766","1.5243778228759766"
"25","0.6471911668777466","0.6471911668777466","0.6471911668777466","0.7770290970802307","0.7770290970802307","0.7770290970802307"
"34","0.6052483916282654","0.6052483916282654","0.6052483916282654","0.44372934103012085","0.44372934103012085","0.44372934103012085"
"43","1.7332273721694946","1.7332273721694946","1.7332273721694946","0.3577781617641449","0.3577781617641449","0.3577781617641449"
"51","0.40308794379234314","0.40308794379234314","0.40308794379234314","0.4647475779056549","0.4647475779056549","0.4647475779056549"
"60","0.34358811378479004","0.34358811378479004","0.34358811378479004","1.8915826082229614","1.8915826082229614","1.8915826082229614"
"69","1.4890249967575073","1.4890249967575073","1.4890249967575073","0.33948197960853577","0.33948197960853577","0.33948197960853577"
"78","0.2727974057197571","0.2727974057197571","0.2727974057197571","0.32995787262916565","0.32995787262916565","0.32995787262916565"
"87","0.30557379126548767","0.30557379126548767","0.30557379126548767","0.28080153465270996","0.28080153465270996","0.28080153465270996"
"96","0.4662657380104065","0.4662657380104065","0.4662657380104065","0.2796701490879059","0.2796701490879059","0.2796701490879059"
"104","0.2820890247821808","0.2820890247821808","0.2820890247821808","0.2732715904712677","0.2732715904712677","0.2732715904712677"
"113","1.1104243993759155","1.1104243993759155","1.1104243993759155","0.3886357545852661","0.3886357545852661","0.3886357545852661"
"122","0.417715847492218","0.417715847492218","0.417715847492218","0.26661217212677","0.26661217212677","0.26661217212677"
"131","0.22951702773571014","0.22951702773571014","0.22951702773571014","0.4295385181903839","0.4295385181903839","0.4295385181903839"
"140","0.25212574005126953","0.25212574005126953","0.25212574005126953","0.27791908383369446","0.27791908383369446","0.27791908383369446"
"148","0.31034693121910095","0.31034693121910095","0.31034693121910095","0.26848047971725464","0.26848047971725464","0.26848047971725464"
"157","0.24979636073112488","0.24979636073112488","0.24979636073112488","0.5392908453941345","0.5392908453941345","0.5392908453941345"
"166","0.2438289374113083","0.2438289374113083","0.2438289374113083","0.3337947130203247","0.3337947130203247","0.3337947130203247"
"175","0.22629356384277344","0.22629356384277344","0.22629356384277344","0.19468311965465546","0.19468311965465546","0.19468311965465546"
"184","0.23486240208148956","0.23486240208148956","0.23486240208148956","0.27308398485183716","0.27308398485183716","0.27308398485183716"
"193","0.2594740092754364","0.2594740092754364","0.2594740092754364","0.23823115229606628","0.23823115229606628","0.23823115229606628"
"201","0.20273876190185547","0.20273876190185547","0.20273876190185547","0.21197611093521118","0.21197611093521118","0.21197611093521118"
"210","0.2701607346534729","0.2701607346534729","0.2701607346534729","0.2567581534385681","0.2567581534385681","0.2567581534385681"
"219","0.2932834029197693","0.2932834029197693","0.2932834029197693","0.22596336901187897","0.22596336901187897","0.22596336901187897"
"228","0.25778186321258545","0.25778186321258545","0.25778186321258545","0.24371011555194855","0.24371011555194855","0.24371011555194855"
"237","0.20929087698459625","0.20929087698459625","0.20929087698459625","0.21487753093242645","0.21487753093242645","0.21487753093242645"
"245","0.21400749683380127","0.21400749683380127","0.21400749683380127","0.1867322027683258","0.1867322027683258","0.1867322027683258"
"254","0.26012271642684937","0.26012271642684937","0.26012271642684937","0.4664604067802429","0.4664604067802429","0.4664604067802429"
"263","0.18597742915153503","0.18597742915153503","0.18597742915153503","0.25068914890289307","0.25068914890289307","0.25068914890289307"
"272","0.22912821173667908","0.22912821173667908","0.22912821173667908","0.2234204262495041","0.2234204262495041","0.2234204262495041"
"281","0.1743972897529602","0.1743972897529602","0.1743972897529602","0.22039160132408142","0.22039160132408142","0.22039160132408142"
"290","0.181457981467247","0.181457981467247","0.181457981467247","1.4305440187454224","1.4305440187454224","1.4305440187454224"
"298","0.19286352396011353","0.19286352396011353","0.19286352396011353","0.2007291615009308","0.2007291615009308","0.2007291615009308"
"307","0.18727490305900574","0.18727490305900574","0.18727490305900574","0.2663484215736389","0.2663484215736389","0.2663484215736389"
"316","0.22259214520454407","0.22259214520454407","0.22259214520454407","0.18110153079032898","0.18110153079032898","0.18110153079032898"
"325","0.4268724024295807","0.4268724024295807","0.4268724024295807","0.23914818465709686","0.23914818465709686","0.23914818465709686"
"334","0.30524376034736633","0.30524376034736633","0.30524376034736633","0.26734936237335205","0.26734936237335205","0.26734936237335205"
"342","0.27235522866249084","0.27235522866249084","0.27235522866249084","0.258374959230423","0.258374959230423","0.258374959230423"
"351","0.1636548489332199","0.1636548489332199","0.1636548489332199","0.19332389533519745","0.19332389533519745","0.19332389533519745"
"360","0.22129172086715698","0.22129172086715698","0.22129172086715698","0.1916111707687378","0.1916111707687378","0.1916111707687378"
"369","0.2290775626897812","0.2290775626897812","0.2290775626897812","0.32570287585258484","0.32570287585258484","0.32570287585258484"
"378","0.21818672120571136","0.21818672120571136","0.21818672120571136","0.2315652072429657","0.2315652072429657","0.2315652072429657"
"387","0.18666046857833862","0.18666046857833862","0.18666046857833862","0.22865617275238037","0.22865617275238037","0.22865617275238037"
"395","0.19234254956245422","0.19234254956245422","0.19234254956245422","0.23242492973804474","0.23242492973804474","0.23242492973804474"
"404","0.17688550055027008","0.17688550055027008","0.17688550055027008","0.18846867978572845","0.18846867978572845","0.18846867978572845"
"413","0.17510150372982025","0.17510150372982025","0.17510150372982025","0.20456112921237946","0.20456112921237946","0.20456112921237946"
"422","0.3823814392089844","0.3823814392089844","0.3823814392089844","0.18005993962287903","0.18005993962287903","0.18005993962287903"
"431","0.2109016329050064","0.2109016329050064","0.2109016329050064","0.26522767543792725","0.26522767543792725","0.26522767543792725"
"440","0.2816215753555298","0.2816215753555298","0.2816215753555298","0.19347670674324036","0.19347670674324036","0.19347670674324036"
"448","0.19913171231746674","0.19913171231746674","0.19913171231746674","0.17683298885822296","0.17683298885822296","0.17683298885822296"
"457","0.18959634006023407","0.18959634006023407","0.18959634006023407","0.2366732954978943","0.2366732954978943","0.2366732954978943"
"466","0.16338101029396057","0.16338101029396057","0.16338101029396057","0.2740618586540222","0.2740618586540222","0.2740618586540222"
"475","0.16061750054359436","0.16061750054359436","0.16061750054359436","0.23943528532981873","0.23943528532981873","0.23943528532981873"
"484","0.21278855204582214","0.21278855204582214","0.21278855204582214","0.18303638696670532","0.18303638696670532","0.18303638696670532"
"492","0.4127468764781952","0.4127468764781952","0.4127468764781952","0.24156378209590912","0.24156378209590912","0.24156378209590912"
"501","0.15772339701652527","0.15772339701652527","0.15772339701652527","0.18814420700073242","0.18814420700073242","0.18814420700073242"
"510","0.30473366379737854","0.30473366379737854","0.30473366379737854","0.21876201033592224","0.21876201033592224","0.21876201033592224"
"519","0.162664532661438","0.162664532661438","0.162664532661438","0.1905428022146225","0.1905428022146225","0.1905428022146225"
"528","0.17031215131282806","0.17031215131282806","0.17031215131282806","0.19899724423885345","0.19899724423885345","0.19899724423885345"
"537","0.15570174157619476","0.15570174157619476","0.15570174157619476","0.15114980936050415","0.15114980936050415","0.15114980936050415"
"545","0.3135847747325897","0.3135847747325897","0.3135847747325897","2.3225324153900146","2.3225324153900146","2.3225324153900146"
"554","0.18410596251487732","0.18410596251487732","0.18410596251487732","1.347877860069275","1.347877860069275","1.347877860069275"
"563","0.2028762251138687","0.2028762251138687","0.2028762251138687","0.6790280342102051","0.6790280342102051","0.6790280342102051"
"572","0.15770380198955536","0.15770380198955536","0.15770380198955536","0.7636587023735046","0.7636587023735046","0.7636587023735046"
"581","0.5468097925186157","0.5468097925186157","0.5468097925186157","0.4683022201061249","0.4683022201061249","0.4683022201061249"
"589","0.2572333812713623","0.2572333812713623","0.2572333812713623","0.41753828525543213","0.41753828525543213","0.41753828525543213"
"598","0.17514154314994812","0.17514154314994812","0.17514154314994812","0.41274765133857727","0.41274765133857727","0.41274765133857727"
"607","0.18107755482196808","0.18107755482196808","0.18107755482196808","0.37670156359672546","0.37670156359672546","0.37670156359672546"
"616","0.13692782819271088","0.13692782819271088","0.13692782819271088","0.37907934188842773","0.37907934188842773","0.37907934188842773"
"625","0.14483040571212769","0.14483040571212769","0.14483040571212769","0.3447316288948059","0.3447316288948059","0.3447316288948059"
"634","0.35915055871009827","0.35915055871009827","0.35915055871009827","0.43588539958000183","0.43588539958000183","0.43588539958000183"
"642","0.1490471214056015","0.1490471214056015","0.1490471214056015","0.3255717158317566","0.3255717158317566","0.3255717158317566"
"651","0.17604602873325348","0.17604602873325348","0.17604602873325348","0.3878497779369354","0.3878497779369354","0.3878497779369354"
"660","0.3712456524372101","0.3712456524372101","0.3712456524372101","0.39597880840301514","0.39597880840301514","0.39597880840301514"
"669","0.1535111963748932","0.1535111963748932","0.1535111963748932","0.3313428461551666","0.3313428461551666","0.3313428461551666"
"678","0.15399090945720673","0.15399090945720673","0.15399090945720673","0.2867409288883209","0.2867409288883209","0.2867409288883209"
"686","0.15589679777622223","0.15589679777622223","0.15589679777622223","0.3915727436542511","0.3915727436542511","0.3915727436542511"
"695","0.13557188212871552","0.13557188212871552","0.13557188212871552","0.2839973270893097","0.2839973270893097","0.2839973270893097"
"704","0.135610431432724","0.135610431432724","0.135610431432724","0.3497660160064697","0.3497660160064697","0.3497660160064697"
"713","0.15720827877521515","0.15720827877521515","0.15720827877521515","0.29485148191452026","0.29485148191452026","0.29485148191452026"
"722","0.14758287370204926","0.14758287370204926","0.14758287370204926","0.27487820386886597","0.27487820386886597","0.27487820386886597"
"731","0.15586774051189423","0.15586774051189423","0.15586774051189423","0.2380084991455078","0.2380084991455078","0.2380084991455078"
"739","0.1470184475183487","0.1470184475183487","0.1470184475183487","0.25546813011169434","0.25546813011169434","0.25546813011169434"
"748","0.16740377247333527","0.16740377247333527","0.16740377247333527","0.29406434297561646","0.29406434297561646","0.29406434297561646"
"757","0.14081509411334991","0.14081509411334991","0.14081509411334991","0.34683293104171753","0.34683293104171753","0.34683293104171753"
"766","0.17221027612686157","0.17221027612686157","0.17221027612686157","0.3547838032245636","0.3547838032245636","0.3547838032245636"
"775","0.17496471107006073","0.17496471107006073","0.17496471107006073","0.2710932493209839","0.2710932493209839","0.2710932493209839"
"783","0.15545184910297394","0.15545184910297394","0.15545184910297394","0.2770046591758728","0.2770046591758728","0.2770046591758728"
"792","0.14230675995349884","0.14230675995349884","0.14230675995349884","0.26369789242744446","0.26369789242744446","0.26369789242744446"
"801","0.15052004158496857","0.15052004158496857","0.15052004158496857","0.2698719799518585","0.2698719799518585","0.2698719799518585"
"810","0.13266609609127045","0.13266609609127045","0.13266609609127045","0.2351555973291397","0.2351555973291397","0.2351555973291397"
"819","0.12883271276950836","0.12883271276950836","0.12883271276950836","0.22723865509033203","0.22723865509033203","0.22723865509033203"
"828","0.14736546576023102","0.14736546576023102","0.14736546576023102","0.2215130478143692","0.2215130478143692","0.2215130478143692"
"836","0.20588012039661407","0.20588012039661407","0.20588012039661407","0.2362716645002365","0.2362716645002365","0.2362716645002365"
"845","0.14025424420833588","0.14025424420833588","0.14025424420833588","0.23597368597984314","0.23597368597984314","0.23597368597984314"
"854","0.16841790080070496","0.16841790080070496","0.16841790080070496","0.3010003864765167","0.3010003864765167","0.3010003864765167"
"863","0.13579785823822021","0.13579785823822021","0.13579785823822021","0.33033761382102966","0.33033761382102966","0.33033761382102966"
"872","0.1382426917552948","0.1382426917552948","0.1382426917552948","0.2454700767993927","0.2454700767993927","0.2454700767993927"
"881","0.1478583663702011","0.1478583663702011","0.1478583663702011","0.2863543927669525","0.2863543927669525","0.2863543927669525"
"889","0.148910254240036","0.148910254240036","0.148910254240036","0.24350605905056","0.24350605905056","0.24350605905056"
"898","0.16700205206871033","0.16700205206871033","0.16700205206871033","0.24502095580101013","0.24502095580101013","0.24502095580101013"
"907","0.13268321752548218","0.13268321752548218","0.13268321752548218","0.23251937329769135","0.23251937329769135","0.23251937329769135"
"916","0.13256914913654327","0.13256914913654327","0.13256914913654327","0.2324441373348236","0.2324441373348236","0.2324441373348236"
"925","0.1290324181318283","0.1290324181318283","0.1290324181318283","0.23796884715557098","0.23796884715557098","0.23796884715557098"
"933","0.19473795592784882","0.19473795592784882","0.19473795592784882","0.21934929490089417","0.21934929490089417","0.21934929490089417"
"942","0.13708852231502533","0.13708852231502533","0.13708852231502533","0.19943666458129883","0.19943666458129883","0.19943666458129883"
"951","0.12812477350234985","0.12812477350234985","0.12812477350234985","0.24924345314502716","0.24924345314502716","0.24924345314502716"
"960","0.138230562210083","0.138230562210083","0.138230562210083","0.23620088398456573","0.23620088398456573","0.23620088398456573"
"969","0.8830655813217163","0.8830655813217163","0.8830655813217163","0.21994438767433167","0.21994438767433167","0.21994438767433167"
"978","0.23579029738903046","0.23579029738903046","0.23579029738903046","0.19874821603298187","0.19874821603298187","0.19874821603298187"
"986","0.15191766619682312","0.15191766619682312","0.15191766619682312","0.1944705992937088","0.1944705992937088","0.1944705992937088"
"995","0.1442611813545227","0.1442611813545227","0.1442611813545227","0.18309880793094635","0.18309880793094635","0.18309880793094635"
"1004","0.15024428069591522","0.15024428069591522","0.15024428069591522","0.18610258400440216","0.18610258400440216","0.18610258400440216"
"1013","0.12192382663488388","0.12192382663488388","0.12192382663488388","0.22879338264465332","0.22879338264465332","0.22879338264465332"
"1022","0.15397782623767853","0.15397782623767853","0.15397782623767853","0.17110323905944824","0.17110323905944824","0.17110323905944824"
"1030","0.13564342260360718","0.13564342260360718","0.13564342260360718","0.20864030718803406","0.20864030718803406","0.20864030718803406"
"1039","0.14577166736125946","0.14577166736125946","0.14577166736125946","0.22545990347862244","0.22545990347862244","0.22545990347862244"
"1048","0.14387647807598114","0.14387647807598114","0.14387647807598114","0.17417766153812408","0.17417766153812408","0.17417766153812408"
"1057","0.11396490037441254","0.11396490037441254","0.11396490037441254","0.19674251973628998","0.19674251973628998","0.19674251973628998"
"1066","0.134755477309227","0.134755477309227","0.134755477309227","0.17127569019794464","0.17127569019794464","0.17127569019794464"
"1075","0.14717745780944824","0.14717745780944824","0.14717745780944824","0.16668133437633514","0.16668133437633514","0.16668133437633514"
"1083","0.30152428150177","0.30152428150177","0.30152428150177","0.18402543663978577","0.18402543663978577","0.18402543663978577"
"1092","0.13220591843128204","0.13220591843128204","0.13220591843128204","0.16937300562858582","0.16937300562858582","0.16937300562858582"
"1101","0.14043566584587097","0.14043566584587097","0.14043566584587097","0.2124955654144287","0.2124955654144287","0.2124955654144287"
"1110","0.12880879640579224","0.12880879640579224","0.12880879640579224","0.21119104325771332","0.21119104325771332","0.21119104325771332"
"1119","0.13935387134552002","0.13935387134552002","0.13935387134552002","0.1888522505760193","0.1888522505760193","0.1888522505760193"
"1127","0.15754364430904388","0.15754364430904388","0.15754364430904388","0.19555765390396118","0.19555765390396118","0.19555765390396118"
"1136","0.12995515763759613","0.12995515763759613","0.12995515763759613","0.16334398090839386","0.16334398090839386","0.16334398090839386"
"1145","0.1332901120185852","0.1332901120185852","0.1332901120185852","0.15876124799251556","0.15876124799251556","0.15876124799251556"
"1154","0.16290335357189178","0.16290335357189178","0.16290335357189178","0.15624286234378815","0.15624286234378815","0.15624286234378815"
"1163","0.16835753619670868","0.16835753619670868","0.16835753619670868","0.16042011976242065","0.16042011976242065","0.16042011976242065"
"1172","0.6680838465690613","0.6680838465690613","0.6680838465690613","0.17431282997131348","0.17431282997131348","0.17431282997131348"
"1180","0.1344907432794571","0.1344907432794571","0.1344907432794571","0.1686275154352188","0.1686275154352188","0.1686275154352188"
"1189","0.13866259157657623","0.13866259157657623","0.13866259157657623","0.1948155164718628","0.1948155164718628","0.1948155164718628"
"1198","0.32050031423568726","0.32050031423568726","0.32050031423568726","0.2580520808696747","0.2580520808696747","0.2580520808696747"
"1207","0.2044963836669922","0.2044963836669922","0.2044963836669922","0.22722381353378296","0.22722381353378296","0.22722381353378296"
"1216","0.1731601506471634","0.1731601506471634","0.1731601506471634","0.17932148277759552","0.17932148277759552","0.17932148277759552"
"1224","0.20779085159301758","0.20779085159301758","0.20779085159301758","0.1712365597486496","0.1712365597486496","0.1712365597486496"
"1233","0.14360596239566803","0.14360596239566803","0.14360596239566803","0.17341528832912445","0.17341528832912445","0.17341528832912445"
"1242","0.14604812860488892","0.14604812860488892","0.14604812860488892","0.17797113955020905","0.17797113955020905","0.17797113955020905"
"1251","0.13947372138500214","0.13947372138500214","0.13947372138500214","0.16497503221035004","0.16497503221035004","0.16497503221035004"
"1260","0.1370583325624466","0.1370583325624466","0.1370583325624466","0.16083772480487823","0.16083772480487823","0.16083772480487823"
"1269","0.14950409531593323","0.14950409531593323","0.14950409531593323","0.15349608659744263","0.15349608659744263","0.15349608659744263"
"1277","0.15119411051273346","0.15119411051273346","0.15119411051273346","0.1765427440404892","0.1765427440404892","0.1765427440404892"
"1286","0.1356641799211502","0.1356641799211502","0.1356641799211502","0.1869477480649948","0.1869477480649948","0.1869477480649948"
"1295","0.14381062984466553","0.14381062984466553","0.14381062984466553","0.1646517664194107","0.1646517664194107","0.1646517664194107"
"1304","0.13011324405670166","0.13011324405670166","0.13011324405670166","0.19158236682415009","0.19158236682415009","0.19158236682415009"
"1313","0.1216365173459053","0.1216365173459053","0.1216365173459053","0.15591496229171753","0.15591496229171753","0.15591496229171753"
"1322","0.17980679869651794","0.17980679869651794","0.17980679869651794","0.3468802869319916","0.3468802869319916","0.3468802869319916"
"1330","0.13628338277339935","0.13628338277339935","0.13628338277339935","0.1704430729150772","0.1704430729150772","0.1704430729150772"
"1339","0.14713804423809052","0.14713804423809052","0.14713804423809052","0.2019677311182022","0.2019677311182022","0.2019677311182022"
"1348","0.13058970868587494","0.13058970868587494","0.13058970868587494","0.15378016233444214","0.15378016233444214","0.15378016233444214"
"1357","0.1292259842157364","0.1292259842157364","0.1292259842157364","0.1607951819896698","0.1607951819896698","0.1607951819896698"
"1366","0.12095645070075989","0.12095645070075989","0.12095645070075989","0.17360615730285645","0.17360615730285645","0.17360615730285645"
"1374","0.14058580994606018","0.14058580994606018","0.14058580994606018","0.15113551914691925","0.15113551914691925","0.15113551914691925"
"1383","0.14839549362659454","0.14839549362659454","0.14839549362659454","0.1489555686712265","0.1489555686712265","0.1489555686712265"
"1392","0.14112429320812225","0.14112429320812225","0.14112429320812225","0.22779160737991333","0.22779160737991333","0.22779160737991333"
"1401","0.1479686200618744","0.1479686200618744","0.1479686200618744","0.16869960725307465","0.16869960725307465","0.16869960725307465"
"1410","0.12020774185657501","0.12020774185657501","0.12020774185657501","0.1550498604774475","0.1550498604774475","0.1550498604774475"
"1419","0.09376068413257599","0.09376068413257599","0.09376068413257599","0.1686236411333084","0.1686236411333084","0.1686236411333084"
"1427","0.09317393600940704","0.09317393600940704","0.09317393600940704","0.17064522206783295","0.17064522206783295","0.17064522206783295"
"1436","0.09117195755243301","0.09117195755243301","0.09117195755243301","0.38617974519729614","0.38617974519729614","0.38617974519729614"
"1445","0.09024898707866669","0.09024898707866669","0.09024898707866669","0.18157856166362762","0.18157856166362762","0.18157856166362762"
"1454","0.09119359403848648","0.09119359403848648","0.09119359403848648","0.17541581392288208","0.17541581392288208","0.17541581392288208"
"1463","0.08825144916772842","0.08825144916772842","0.08825144916772842","0.19347786903381348","0.19347786903381348","0.19347786903381348"
"1471","0.08748622983694077","0.08748622983694077","0.08748622983694077","0.15582378208637238","0.15582378208637238","0.15582378208637238"
"1480","0.08857178688049316","0.08857178688049316","0.08857178688049316","0.1472911685705185","0.1472911685705185","0.1472911685705185"
"1489","0.08674082159996033","0.08674082159996033","0.08674082159996033","0.14229930937290192","0.14229930937290192","0.14229930937290192"
"1498","0.08643584698438644","0.08643584698438644","0.08643584698438644","0.1839025914669037","0.1839025914669037","0.1839025914669037"
"1507","0.08674256503582001","0.08674256503582001","0.08674256503582001","0.18419136106967926","0.18419136106967926","0.18419136106967926"
"1516","0.08649500459432602","0.08649500459432602","0.08649500459432602","0.16647106409072876","0.16647106409072876","0.16647106409072876"
"1524","0.08518079668283463","0.08518079668283463","0.08518079668283463","0.1538938581943512","0.1538938581943512","0.1538938581943512"
"1533","0.08561867475509644","0.08561867475509644","0.08561867475509644","0.14035244286060333","0.14035244286060333","0.14035244286060333"
"1542","0.08449319005012512","0.08449319005012512","0.08449319005012512","0.16283714771270752","0.16283714771270752","0.16283714771270752"
"1551","0.08421937376260757","0.08421937376260757","0.08421937376260757","0.13960367441177368","0.13960367441177368","0.13960367441177368"
"1560","0.08477350324392319","0.08477350324392319","0.08477350324392319","0.1499553769826889","0.1499553769826889","0.1499553769826889"
"1568","0.08381590247154236","0.08381590247154236","0.08381590247154236","0.16628870368003845","0.16628870368003845","0.16628870368003845"
"1577","0.08380778133869171","0.08380778133869171","0.08380778133869171","0.1522250473499298","0.1522250473499298","0.1522250473499298"
"1586","0.08361749351024628","0.08361749351024628","0.08361749351024628","0.1490139216184616","0.1490139216184616","0.1490139216184616"
"1595","0.08229745924472809","0.08229745924472809","0.08229745924472809","0.17865943908691406","0.17865943908691406","0.17865943908691406"
"1604","0.0823088213801384","0.0823088213801384","0.0823088213801384","0.19300104677677155","0.19300104677677155","0.19300104677677155"
"1613","0.0823693796992302","0.0823693796992302","0.0823693796992302","0.13532187044620514","0.13532187044620514","0.13532187044620514"
"1621","0.08218074589967728","0.08218074589967728","0.08218074589967728","0.1416417956352234","0.1416417956352234","0.1416417956352234"
"1630","0.08212186396121979","0.08212186396121979","0.08212186396121979","0.14116992056369781","0.14116992056369781","0.14116992056369781"
"1639","0.08209028095006943","0.08209028095006943","0.08209028095006943","0.13665330410003662","0.13665330410003662","0.13665330410003662"
"1648","0.08206720650196075","0.08206720650196075","0.08206720650196075","0.13730505108833313","0.13730505108833313","0.13730505108833313"
"1657","0.08205456286668777","0.08205456286668777","0.08205456286668777","0.18911081552505493","0.18911081552505493","0.18911081552505493"
"1665","0.08219227194786072","0.08219227194786072","0.08219227194786072","0.2559632360935211","0.2559632360935211","0.2559632360935211"
"1674","0.08204209804534912","0.08204209804534912","0.08204209804534912","0.1398364007472992","0.1398364007472992","0.1398364007472992"
"1683","0.08210611343383789","0.08210611343383789","0.08210611343383789","0.13820675015449524","0.13820675015449524","0.13820675015449524"
"1692","0.08190681040287018","0.08190681040287018","0.08190681040287018","0.13984334468841553","0.13984334468841553","0.13984334468841553"
"1701","0.08201581984758377","0.08201581984758377","0.08201581984758377","0.1410074084997177","0.1410074084997177","0.1410074084997177"
"1710","0.08191722631454468","0.08191722631454468","0.08191722631454468","0.13201774656772614","0.13201774656772614","0.13201774656772614"
"1718","0.08201902359724045","0.08201902359724045","0.08201902359724045","0.14221087098121643","0.14221087098121643","0.14221087098121643"
"1727","0.0819380059838295","0.0819380059838295","0.0819380059838295","0.17201180756092072","0.17201180756092072","0.17201180756092072"
"1736","0.08177883177995682","0.08177883177995682","0.08177883177995682","0.1328277438879013","0.1328277438879013","0.1328277438879013"
"1745","0.08177056908607483","0.08177056908607483","0.08177056908607483","0.13037928938865662","0.13037928938865662","0.13037928938865662"
"1754","0.08185534924268723","0.08185534924268723","0.08185534924268723","0.13903743028640747","0.13903743028640747","0.13903743028640747"
"1763","0.08185939490795135","0.08185939490795135","0.08185939490795135","0.14960847795009613","0.14960847795009613","0.14960847795009613"
"1771","","","","0.10344502329826355","0.10344502329826355","0.10344502329826355"
"1780","","","","0.10261981934309006","0.10261981934309006","0.10261981934309006"
"1789","","","","0.10037697106599808","0.10037697106599808","0.10037697106599808"
"1798","","","","0.09981066733598709","0.09981066733598709","0.09981066733598709"
"1807","","","","0.10029619932174683","0.10029619932174683","0.10029619932174683"
"1815","","","","0.09861750155687332","0.09861750155687332","0.09861750155687332"
"1824","","","","0.09792137891054153","0.09792137891054153","0.09792137891054153"
"1833","","","","0.10418129712343216","0.10418129712343216","0.10418129712343216"
"1842","","","","0.09948164969682693","0.09948164969682693","0.09948164969682693"
"1851","","","","0.09807532280683517","0.09807532280683517","0.09807532280683517"
"1860","","","","0.09773773699998856","0.09773773699998856","0.09773773699998856"
"1868","","","","0.09787780791521072","0.09787780791521072","0.09787780791521072"
"1877","","","","0.09661541134119034","0.09661541134119034","0.09661541134119034"
"1886","","","","0.09736215323209763","0.09736215323209763","0.09736215323209763"
"1895","","","","0.09584964066743851","0.09584964066743851","0.09584964066743851"
"1904","","","","0.09562253206968307","0.09562253206968307","0.09562253206968307"
"1912","","","","0.09552772343158722","0.09552772343158722","0.09552772343158722"
"1921","","","","0.09753134846687317","0.09753134846687317","0.09753134846687317"
"1930","","","","0.0972977802157402","0.0972977802157402","0.0972977802157402"
"1939","","","","0.09701260179281235","0.09701260179281235","0.09701260179281235"
"1948","","","","0.09634165465831757","0.09634165465831757","0.09634165465831757"
"1957","","","","0.09573949128389359","0.09573949128389359","0.09573949128389359"
"1965","","","","0.09614690393209457","0.09614690393209457","0.09614690393209457"
"1974","","","","0.09525138884782791","0.09525138884782791","0.09525138884782791"
"1983","","","","0.09693927317857742","0.09693927317857742","0.09693927317857742"
"1992","","","","0.09311150014400482","0.09311150014400482","0.09311150014400482"
"2001","","","","0.0929839238524437","0.0929839238524437","0.0929839238524437"
"2009","","","","0.09291587024927139","0.09291587024927139","0.09291587024927139"
"2018","","","","0.09281556308269501","0.09281556308269501","0.09281556308269501"
"2027","","","","0.09298218041658401","0.09298218041658401","0.09298218041658401"
"2036","","","","0.09304957091808319","0.09304957091808319","0.09304957091808319"
"2045","","","","0.09278593212366104","0.09278593212366104","0.09278593212366104"
"2054","","","","0.09272957593202591","0.09272957593202591","0.09272957593202591"
"2062","","","","0.0928233340382576","0.0928233340382576","0.0928233340382576"
"2071","","","","0.09290763735771179","0.09290763735771179","0.09290763735771179"
"2080","","","","0.09265473484992981","0.09265473484992981","0.09265473484992981"
"2089","","","","0.09282586723566055","0.09282586723566055","0.09282586723566055"
"2098","","","","0.09264195710420609","0.09264195710420609","0.09264195710420609"
"2106","","","","0.09287004917860031","0.09287004917860031","0.09287004917860031"
"2115","","","","0.09279182553291321","0.09279182553291321","0.09279182553291321"
"2124","","","","0.09277157485485077","0.09277157485485077","0.09277157485485077"
"2133","","","","0.09281837940216064","0.09281837940216064","0.09281837940216064"
"2142","","","","0.09278886020183563","0.09278886020183563","0.09278886020183563"
"2151","","","","0.09284519404172897","0.09284519404172897","0.09284519404172897"
"2159","","","","0.09265628457069397","0.09265628457069397","0.09265628457069397"
"2168","","","","0.09270045906305313","0.09270045906305313","0.09270045906305313"
"2177","","","","0.0927007868885994","0.0927007868885994","0.0927007868885994"
"2186","","","","0.09266885370016098","0.09266885370016098","0.09266885370016098"
"2195","","","","0.09268782287836075","0.09268782287836075","0.09268782287836075"
"2204","","","","0.09250465035438538","0.09250465035438538","0.09250465035438538"